file_name,author_country,publication_year,abstract_info,ngram_info,error
10.3892_etm.2018.6825.json,CN,2018,True,True,
10.1017_S0967199415000362.json,KR,2015,True,True,
10.1111_bph.15308.json,N/A,2020,True,False,
10.1182_blood-2009-11-253294.json,US,2010,True,False,
10.1074_jbc.M113.477216.json,US,2013,True,False,
10.1016_j.csbj.2016.02.002.json,US,2016,True,False,
10.1158_2159-8290.CD-11-0241.json,US,2012,True,True,
10.1186_1742-4690-9-S2-P362.json,US,2012,True,False,
10.1074_jbc.M106610200.json,N/A,2001,True,True,
10.1186_1471-2407-13-182.json,CN,2013,True,True,
10.1371_journal.pone.0181270.json,JP,2017,True,False,
10.1074_jbc.M803547200.json,US,2008,True,True,
10.2147_CMAR.S182719.json,CN,2019,True,True,
10.1002_2211-5463.12215.json,CN,2017,True,True,
10.1177_2058738418821837.json,CN,2019,True,True,
10.1038_s41423-018-0171-3.json,FR,2018,True,True,
10.1074_jbc.M112.379396.json,US,2012,True,False,
10.1371_journal.pone.0109595.json,CN,2014,True,True,
10.1089_088282402317340341.json,GA,2002,True,True,
10.11817_j.issn.1672-7347.2018.12.003.json,CN,2018,True,True,
10.1007_s10616-014-9793-1.json,CN,2014,True,False,
10.1186_s13046-022-02588-8.json,CN,2023,True,False,
10.2147_CMAR.S250890.json,CN,2020,True,False,
10.1159_000490184.json,CN,2018,True,True,
10.1016_j.bcp.2009.09.003.json,US,2010,True,True,
10.1371_journal.pone.0061595.json,FR,2013,True,False,
10.1016_j.biopha.2018.03.043.json,CN,2018,False,False,
10.26355_eurrev_201801_14179.json,N/A,2018,True,False,
10.1002_app.33661.json,CN,2011,True,True,
10.1515_biol-2020-0025.json,N/A,2020,True,False,
10.1167_iovs.61.4.21.json,KR,2020,True,True,
10.1038_sj.cdd.4401839.json,IT,2005,True,True,
10.1002_mnfr.201901115.json,CN,2020,True,True,
10.1155_2013_157456.json,MY,2013,True,True,
10.1074_jbc.M109.046102.json,IE,2009,True,False,
10.1016_j.bbadis.2016.09.005.json,CN,2016,False,False,
10.1042_BSR20190700.json,CN,2019,True,True,
10.1074_jbc.M112.341255.json,IN,2012,True,False,
10.2147_CMAR.S243300.json,CN,2020,True,False,
10.26355_eurrev_201809_15933.json,N/A,2018,True,False,
10.18632_oncotarget.13587.json,CN,2016,True,True,
10.2147_IJN.S202404.json,IN,2019,True,True,
10.1002_jcp.28708.json,CN,2019,True,True,
10.1371_journal.pone.0065539.json,CN,2013,True,True,
10.1016_j.micinf.2018.01.010.json,US,2018,False,False,
10.1080_21655979.2021.2012952.json,CN,2022,True,True,
10.12659_MSM.914653.json,CN,2019,True,False,
10.1007_s12672-019-00370-5.json,CN,2019,True,True,
10.1155_2013_417928.json,IR,2013,True,True,
10.1007_s10529-017-2392-4.json,CN,2017,True,True,
10.1016_0092-8674(91)90265-Z.json,US,1991,True,True,
10.1016_S1567-133X(02)00058-3.json,US,2002,False,False,
10.1074_jbc.M303886200.json,IL,2003,True,True,
10.1371_journal.pone.0072593.json,CN,2013,True,True,
10.1159_000475652.json,CN,2017,True,True,
10.1155_2015_207684.json,CN,2015,True,True,
10.1620_tjem.241.55.json,CN,2017,True,True,
10.1016_S1567-133X(02)00051-0.json,GB,2002,False,False,
10.1016_j.lfs.2021.119491.json,CN,2021,True,True,
10.2337_db05-1147.json,BR,2007,True,False,
10.1074_jbc.M409028200.json,ES,2004,True,False,
10.3233_RNN-180879.json,CN,2019,True,True,
10.1016_j.lfs.2021.119184.json,CN,2021,True,True,
10.1039_c8ra03500h.json,IN,2018,True,False,
10.2147_OTT.S217745.json,CN,2020,True,True,
10.1016_j.biopha.2019.108833.json,CN,2019,True,False,
10.11604_pamj.2013.14.28.1347.json,N/A,2013,True,True,
10.3892_mmr.2015.4011.json,CN,2015,True,True,
10.1016_j.gene.2019.144057.json,CN,2020,True,True,
10.3892_or.2017.5604.json,CN,2017,True,True,
10.2147_OTT.S240734.json,CN,2020,True,True,
10.1073_pnas.1417273112.json,JP,2015,True,True,
10.1371_journal.pone.0236446.json,N/A,2020,True,True,
10.1016_S0140-6736(07)61014-9.json,AT,2007,False,False,
10.1038_srep40088.json,CN,2017,True,True,
10.1371_journal.pone.0061079.json,CN,2013,True,True,
10.1080_14737159.2022.2012157.json,CN,2022,True,True,
10.1371_journal.pone.0066246.json,IN,2013,True,True,
10.26355_eurrev_202002_20178.json,N/A,2020,True,False,
10.1007_s00011-019-01292-2.json,CN,2019,False,True,
10.1016_j.brainres.2009.02.060.json,N/A,2009,True,True,
10.1177_15593258211013655.json,SA,2021,True,False,
10.3389_fphar.2019.00936.json,CN,2019,True,True,
10.1039_d1ra00223f.json,CN,2021,True,False,
10.1002_jcb.28916.json,CN,2019,True,True,
10.3892_mmr.2017.7273.json,CN,2017,True,True,
10.1038_nm.2209.json,DE,2010,False,False,
10.1080_15384101.2019.1580494.json,CN,2019,True,True,
10.2147_OTT.S208263.json,CN,2019,True,True,
10.1093_ejechocard_jen029.json,CH,2008,True,False,
10.1016_j.cell.2009.03.047.json,N/A,2009,True,True,
10.1128_JB.00154-09.json,US,2009,True,False,
10.1152_ajpheart.1984.247.4.H610.json,N/A,1984,True,True,
10.1074_jbc.M500097200.json,US,2005,True,True,
10.1080_21691401.2019.1673765.json,CN,2019,True,True,
10.26355_eurrev_201908_18535.json,N/A,2019,True,False,
10.2147_DDDT.S161748.json,N/A,2018,True,True,
10.2147_OTT.S164052.json,CN,2018,True,True,
10.1155_2015_731469.json,IT,2015,True,True,
10.1126_science.aag1276.json,US,2016,True,False,
10.1104_pp.103.037770.json,GB,2004,True,True,
10.1159_000369699.json,CN,2015,True,True,
10.3349_ymj.2009.50.2.189.json,JP,2009,True,True,
10.1508_cytologia.83.87.json,IN,2018,True,False,
10.1007_s12185-019-02772-1.json,JP,2019,False,True,
10.1042_BSR20160542.json,CN,2017,True,True,
10.3390_cells8060616.json,CN,2019,True,False,
10.1038_ncb2578.json,CH,2012,True,False,
10.1002_jcb.28500.json,CN,2019,True,True,
10.1038_cddis.2017.356.json,CN,2017,True,True,
10.1002_jbt.22471.json,CN,2020,True,True,
10.1007_s12012-022-09766-2.json,CN,2022,False,False,
10.1038_ncb1929.json,FR,2009,False,False,
10.1038_ki.2015.293.json,US,2015,True,False,
10.1038_icb.2013.37.json,US,2013,True,False,
10.1002_jcb.26230.json,CN,2017,True,True,
10.1002_ar.24415.json,CN,2020,True,True,
10.1002_jcp.28030.json,CN,2019,True,True,
10.2147_OTT.S79109.json,CN,2015,True,True,
10.1002_jcb.26660.json,N/A,2019,True,True,
10.1186_s12967-016-0831-y.json,TW,2016,True,True,
10.1677_JOE-07-0230.json,CN,2007,True,True,
10.1155_2022_3156093.json,CN,2022,True,True,
10.1016_j.omtn.2020.12.001.json,CN,2021,True,True,
10.2337_db07-0573.json,BR,2008,True,True,
10.1038_s41388-020-01601-8.json,CN,2021,True,True,
10.1158_1078-0432.CCR-07-1992.json,US,2008,True,True,
10.1002_jcb.26375.json,CN,2017,True,True,
10.1161_CIR.0000000000001083.json,N/A,2023,True,True,
10.3892_ol.2018.8128.json,CN,2018,True,True,
10.1074_jbc.M111.221697.json,US,2011,True,False,
10.1158_0008-5472.CAN-10-0410.json,US,2010,True,True,
10.1159_000447261.json,CN,2016,True,True,
10.12659_MSM.910702.json,CN,2018,True,True,
10.1073_pnas.0506654102.json,US,2005,True,False,
10.3892_etm.2018.6537.json,CN,2018,True,True,
10.1021_mp200127u.json,SG,2011,True,True,
10.1002_ar.24229.json,CN,2019,True,True,
10.2298_ABS0701029R.json,RS,2007,True,True,
10.1042_BSR20192639.json,CN,2020,True,True,
10.1186_s12935-019-1076-7.json,CN,2019,True,True,
10.1155_2022_2053271.json,CN,2022,True,True,
10.1007_s12192-019-00970-8.json,CN,2019,True,True,
10.1186_1472-6882-13-309.json,CN,2013,True,True,
10.1002_ijc.20711.json,ES,2004,True,True,
10.1111_are.12855.json,IR,2015,True,True,
10.1038_s41417-020-00220-5.json,CN,2020,False,True,
10.1128_JB.186.7.2061-2067.2004.json,US,2004,True,True,
10.1109_icbbe.2011.5780265.json,CN,2011,True,False,
10.1080_15384101.2018.1542895.json,CN,2018,True,True,
10.3389_fonc.2021.622727.json,CN,2021,True,True,
10.1073_pnas.0608599104.json,US,2007,True,True,
10.1016_j.reth.2021.03.006.json,JP,2021,True,True,
10.1515_med-2021-0244.json,CN,2021,True,True,
10.1038_srep17387.json,CN,2015,True,True,
10.1371_journal.pgen.1007569.json,N/A,2018,True,False,
10.1534_g3.117.300097.json,CN,2017,True,True,
10.2147_CMAR.S308071.json,CN,2021,True,True,
10.1124_mol.107.034827.json,US,2007,True,True,
10.1074_jbc.M109.043711.json,IT,2010,True,False,
10.1242_jcs.259196.json,US,2022,True,False,
10.1016_j.yexmp.2018.12.007.json,CN,2019,True,True,
10.1124_mol.118.113407.json,CN,2018,True,True,
10.1155_2022_9088727.json,CN,2022,True,True,
10.1039_C8RA09018A.json,CN,2019,True,True,
10.1155_2023_1176232.json,CN,2023,True,True,
10.1038_s41417-019-0118-6.json,CN,2019,False,True,
10.3109_07357907.2013.789902.json,CN,2013,True,True,
10.1371_journal.pone.0071868.json,US,2013,True,False,
10.1007_s00299-009-0732-0.json,CN,2009,False,True,
10.1016_j.intimp.2021.108414.json,CN,2022,True,True,
10.1186_s12943-015-0465-3.json,CN,2015,True,True,
10.1159_000441073.json,CN,2015,True,True,
10.26355_eurrev_201903_17380.json,N/A,2019,True,False,
10.1158_1535-7163.MCT-09-1113.json,US,2010,True,True,
10.1016_j.jri.2020.103265.json,CN,2021,True,True,
10.1007_s13277-013-1238-5.json,CN,2013,True,True,
10.1089_dna.2008.0778.json,US,2009,True,False,
10.1371_journal.pone.0012015.json,IT,2010,True,False,
10.1002_jcb.26549.json,N/A,2018,True,True,
10.1155_2022_2195330.json,CN,2022,True,True,
10.1161_01.HYP.38.3.367.json,JP,2001,True,True,
10.1007_s10876-021-02192-4.json,CN,2021,False,True,
10.1158_1535-7163.MCT-10-0124.json,US,2010,True,True,
10.1016_j.jad.2015.01.047.json,TR,2015,True,True,
10.1002_jcp.28749.json,CN,2019,True,True,
10.1016_j.pharep.2017.06.005.json,CN,2017,False,True,
10.1080_21691401.2019.1666863.json,CN,2019,True,True,
10.1038_s41435-023-00208-9.json,CN,2023,False,True,
10.1038_cddis.2016.268.json,AT,2016,True,False,
10.3892_mmr.2016.5679.json,CN,2016,True,False,
10.1002_cncr.23100.json,US,2007,True,True,
10.1093_emboj_20.6.1341.json,JP,2001,True,True,
10.2147_DDDT.S177126.json,CN,2018,True,True,
10.1158_0008-5472.CAN-04-1145.json,IL,2004,True,True,
10.1016_j.yexmp.2019.03.004.json,CN,2019,True,True,
10.3892_or.2015.3832.json,CN,2015,True,True,
10.1074_jbc.M111.230854.json,IT,2011,True,False,
10.3892_etm.2021.10624.json,CN,2021,True,True,
10.2147_CMAR.S309924.json,CN,2021,True,True,
10.1007_s00018-009-0214-0.json,DE,2009,False,False,
10.1002_ijc.20910.json,JP,2005,True,True,
10.1097_FJC.0000000000000679.json,CN,2019,True,False,
10.1155_2022_6288695.json,CN,2022,True,True,
10.1371_journal.pone.0005528.json,IT,2009,True,True,
10.1038_s41419-018-1090-z.json,CN,2018,True,True,
10.1074_jbc.M808084200.json,US,2009,True,True,
10.1002_cbf.3453.json,CN,2019,True,True,
10.1002_ar.24194.json,CN,2019,True,True,
10.1155_2022_8547095.json,CN,2022,True,True,
10.2119_molmed.2011.00389.json,US,2011,True,True,
10.1159_000493454.json,CN,2018,True,True,
10.2147_IJN.S238256.json,US,2020,True,False,
10.1213_ane.0b013e3181684974.json,CN,2008,True,True,
10.1203_PDR.0b013e3181e0cd97.json,US,2010,True,True,
10.1128_MCB.01732-06.json,US,2007,True,True,
10.1038_303253a0.json,US,1983,False,True,
10.1091_mbc.E14-11-1497.json,CN,2015,True,True,
10.1517_13543784.2010.514261.json,GB,2010,True,True,
10.1128_JVI.80.5.2291-2308.2006.json,N/A,2006,True,True,
10.3727_096504017X15140544654946.json,CN,2018,True,True,
10.1155_2022_9867191.json,N/A,2022,True,True,
10.1155_2021_4372373.json,CN,2021,True,True,
10.1016_j.omtn.2019.05.014.json,CN,2019,True,False,
10.1074_jbc.M110.109876.json,CN,2010,True,True,
10.1371_journal.pone.0053431.json,CN,2013,True,True,
10.1371_journal.pone.0005251.json,US,2009,True,False,
10.1158_0008-5472.CAN-07-2803.json,US,2007,True,True,
10.1002_jcp.29089.json,CN,2019,True,True,
10.1096_fj.04-3283fje.json,US,2005,True,True,
10.1080_21691401.2019.1624368.json,N/A,2019,True,True,
10.2147_CMAR.S267665.json,CN,2020,True,True,
10.1016_j.bbrc.2020.02.061.json,CN,2020,True,True,
10.18632_oncotarget.6427.json,TW,2015,True,True,
10.1128_MCB.25.2.751-766.2005.json,US,2005,True,True,
10.1073_pnas.0503877102.json,US,2005,True,True,
10.3892_or.2015.4498.json,CN,2015,True,True,
10.1158_0008-5472.CAN-09-4598.json,US,2010,True,True,
10.1186_s12885-016-2154-z.json,CN,2016,True,True,
10.1093_jnci_djac015.json,CN,2022,True,False,
10.3892_mmr.2017.8145.json,CN,2017,True,True,
10.1074_jbc.M110.139469.json,US,2010,True,True,
10.3324_haematol.006072.json,N/A,2009,False,True,
10.18632_oncotarget.11095.json,NL,2016,True,False,
10.1093_jjco_hyv185.json,CN,2016,True,False,
10.3389_fgene.2013.00044.json,JP,2013,True,False,
10.3727_096504018X15205622257163.json,CN,2018,True,True,
10.26355_eurrev_201905_17926.json,CN,2019,True,False,
10.1038_s41419-018-1253-y.json,CN,2019,True,False,
10.14348_molcells.2015.0110.json,CN,2015,False,False,
10.1155_2021_9968016.json,CN,2021,True,True,
10.1371_journal.pone.0121529.json,MY,2015,True,True,
10.1016_j.joen.2013.09.029.json,JP,2014,True,True,
10.1074_jbc.M113.525014.json,CN,2014,True,True,
10.3389_fonc.2022.868726.json,CN,2022,True,True,
10.1038_s41467-017-00508-5.json,FR,2017,True,True,
10.7324_JAPS.2013.3808.json,TH,2013,True,True,
10.1073_pnas.1321510111.json,US,2013,True,True,
10.1128_iai.65.7.2759-2764.1997.json,US,1997,True,True,
10.1158_1940-6207.CAPR-14-0411.json,US,2015,True,True,
10.1186_s13046-020-01626-7.json,CN,2020,True,True,
10.1158_0008-5472.CAN-08-0482.json,NZ,2008,True,True,
10.26355_eurrev_202004_20818.json,N/A,2020,True,False,
10.1159_000495168.json,CN,2018,True,True,
10.1371_journal.pone.0092753.json,IT,2014,True,False,
10.1016_S0925-4773(02)00354-4.json,GB,2002,False,False,
10.1039_C3TB21363C.json,IN,2014,True,True,
10.1038_nature09301.json,US,2010,True,True,
10.7717_peerj.4921.json,CN,2018,True,True,
10.1096_fj.12-207431.json,N/A,2012,True,True,
10.2147_CMAR.S194073.json,N/A,2019,True,True,
10.1161_01.RES.0000046227.65158.F8.json,US,2002,True,True,
10.2147_CMAR.S290966.json,CN,2021,True,True,
10.2147_CMAR.S252340.json,CN,2020,True,True,
10.1074_jbc.M113.484253.json,CN,2013,True,True,
10.1038_srep17981.json,CN,2015,True,True,
10.1016_j.anndiagpath.2019.05.002.json,JP,2019,True,True,
10.1002_jcp.27613.json,CN,2018,True,True,
10.1038_srep42021.json,IT,2017,True,True,
10.1016_j.cmet.2011.09.008.json,US,2011,True,True,
10.1158_1078-0432.CCR-10-0529.json,US,2010,True,False,
10.1080_21655979.2021.2018974.json,CN,2022,True,True,
10.1016_s0006-8993(98)00459-4.json,JP,1998,False,False,
10.3389_fcell.2020.630771.json,CN,2021,True,False,
10.1002_ijc.2910490412.json,US,1991,True,True,
10.1002_jcb.25060.json,CN,2015,True,True,
10.1039_C9RA01491H.json,CN,2019,True,True,
10.26355_eurrev_201808_15625.json,CN,2018,True,False,
10.1099_jgv.0.001231.json,CN,2019,True,False,
10.1536_ihj.46.1015.json,CN,2005,True,True,
10.1016_j.omtn.2020.10.024.json,CN,2020,True,False,
10.1080_21691401.2019.1623229.json,CN,2019,True,True,
10.1080_15384101.2020.1816280.json,CN,2020,True,True,
10.1007_s13205-020-02433-9.json,CN,2020,True,True,
10.1002_jcp.25157.json,GB,2015,True,False,
10.3892_ol.2017.6558.json,CN,2017,True,True,
10.3892_ol.2016.4607.json,CN,2016,True,True,
10.1016_j.jhep.2009.02.001.json,DE,2009,True,False,
10.1089_dna.2015.3130.json,CN,2016,True,True,
10.1371_journal.pone.0018434.json,CN,2011,True,True,
10.1186_s12935-021-01749-7.json,CN,2021,True,True,
10.26355_eurrev_202001_19922.json,CN,2020,True,False,
10.1098_rsob.160247.json,CN,2017,True,True,
10.1074_jbc.M109.090209.json,US,2010,True,True,
10.1038_cddis.2016.403.json,IT,2017,True,True,
10.1002_jcb.26565.json,CN,2018,True,True,
10.1042_BJ20060816.json,US,2006,True,False,
10.1159_000218139.json,CN,2009,True,True,
10.1007_BF03032284.json,JP,2002,False,False,
10.1016_j.cbi.2019.108866.json,CN,2019,False,False,
10.1371_journal.pone.0191972.json,CN,2018,True,False,
10.2147_OTT.S220621.json,CN,2019,True,True,
10.1074_jbc.M108319200.json,N/A,2002,True,True,
10.3892_mmr.2014.2819.json,CN,2014,True,True,
10.1038_s41375-018-0336-1.json,FR,2019,False,False,
10.1007_s10529-013-1360-x.json,IN,2013,False,True,
10.1093_toxsci_kfs242.json,US,2012,True,True,
10.1165_rcmb.2016-0310OC.json,US,2017,True,True,
10.1186_2045-9912-1-8.json,US,2011,True,True,
10.2147_OTT.S241627.json,CN,2020,True,True,
10.1038_s41598-021-85097-6.json,US,2021,True,True,
10.1016_j.biopha.2016.07.054.json,CN,2016,True,True,
10.1016_j.stem.2009.04.015.json,US,2009,True,False,
10.1111_j.1464-410X.2009.09154.x.json,IR,2010,True,False,
10.2147_JIR.S19523.json,IT,2011,True,True,
10.4238_2015.December.8.2.json,CN,2015,True,True,
10.1016_j.neuroimage.2013.02.041.json,CH,2013,False,False,
10.1155_2022_3002353.json,CN,2022,True,True,
10.1007_s11055-011-9408-7.json,RU,2011,False,True,
10.3324_haematol.2010.022210.json,CA,2010,True,True,
10.1538_expanim.55.349.json,JP,2006,True,True,
10.1042_BSR20170186.json,CN,2017,True,True,
10.2147_OTT.S195529.json,CN,2019,True,True,
10.1007_s00011-015-0853-6.json,CN,2015,True,True,
10.11471_shikahozon.58.347.json,N/A,2015,False,True,
10.2147_OTT.S280912.json,CN,2021,True,True,
10.1152_ajpgi.00452.2007.json,US,2008,True,True,
10.1016_j.biopha.2018.05.013.json,CN,2018,True,True,
10.1099_ijs.0.015370-0.json,N/A,2010,False,True,
10.1016_j.intimp.2019.105734.json,CN,2019,False,False,
10.1007_s11033-023-08364-x.json,CN,2023,True,True,
10.1039_C8RA05855E.json,CN,2018,True,True,
10.1093_jmcb_mjq011.json,SG,2010,True,True,
10.12659_MSM.897699.json,CN,2016,True,True,
10.1042_BSR20170743.json,CN,2017,True,True,
10.26355_eurrev_202101_24355.json,CN,2021,True,False,
10.2119_molmed.2013.00086.json,US,2014,True,True,
10.18632_oncotarget.5476.json,CN,2015,True,True,
10.3892_ol.2020.12347.json,CN,2020,True,True,
10.1155_2021_2134942.json,CN,2021,True,True,
10.1161_CIRCULATIONAHA.110.982918.json,US,2011,True,True,
10.1007_s00702-007-0676-x.json,SE,2007,False,True,
10.2147_CCID.S323414.json,CN,2022,True,True,
10.1093_emboj_21.4.590.json,US,2002,True,True,
10.1089_ten.TEA.2019.0175.json,US,2020,True,True,
10.5582_bst.2016.01153.json,JP,2016,True,True,
10.1177_0267659113513823.json,IR,2013,True,True,
10.1038_sj.onc.1207153.json,SE,2003,False,False,
10.1126_science.1188635.json,SG,2010,True,True,
10.1080_21691401.2019.1640711.json,CN,2019,True,True,
10.1128_MCB.01206-14.json,US,2015,True,False,
10.1007_s11011-021-00890-6.json,EG,2022,True,True,
10.1098_rsob.190286.json,CN,2020,True,True,
10.1096_fasebj.2022.36.S1.0I116.json,GB,2022,False,False,
10.1515_med-2022-0417.json,CN,2022,True,True,
10.1007_s00432-002-0379-5.json,CN,2002,False,True,
10.1002_ctm2.175.json,CN,2020,True,True,
10.1371_journal.pone.0055727.json,CN,2013,True,True,
10.4049_jimmunol.1100315.json,US,2011,True,True,
10.3892_or.2020.7670.json,CN,2020,True,True,
10.1109_icbbe.2011.5781622.json,CN,2011,True,False,
10.1007_s11010-013-1573-2.json,CN,2013,False,True,
10.21037_tcr.2017.06.18.json,N/A,2017,True,True,
10.1371_journal.ppat.1005030.json,US,2015,True,True,
10.1007_s00784-012-0684-6.json,ES,2012,False,True,
10.2147_OTT.S139443.json,CN,2017,True,True,
10.1016_j.canlet.2021.12.032.json,CN,2021,False,False,
10.1002_jcp.26297.json,CN,2018,True,True,
10.1523_JNEUROSCI.3442-11.2012.json,US,2012,True,False,
10.1242_bio.20134747.json,US,2013,True,True,
10.1042_BSR20171294.json,CN,2018,True,True,
10.21873_invivo.12536.json,DE,2021,True,True,
10.1007_s12035-015-9170-x.json,CN,2015,False,False,
10.1093_nar_gkg727.json,N/A,2003,True,True,
10.4103_1673-5374.290908.json,CN,2020,True,False,
10.3892_or.2017.5956.json,CN,2017,True,True,
10.1128_MCB.20.12.4428-4435.2000.json,US,2000,True,True,
10.3892_ijo.2011.1255.json,US,2011,True,True,
10.26355_eurrev_201912_19783.json,N/A,2019,True,False,
10.1007_s11010-007-9560-0.json,CN,2007,False,True,
10.1634_stemcells.2008-0353.json,US,2008,True,True,
10.1109_IC4E.2010.48.json,CN,2010,True,True,
10.1098_rsob.150258.json,CN,2016,True,True,
10.1007_s00418-014-1233-y.json,CN,2014,False,True,
10.1155_2022_7356477.json,CN,2022,True,True,
10.1016_j.omtn.2018.12.006.json,CN,2019,True,True,
10.12659_MSM.908021.json,CN,2018,True,True,
10.1172_JCI91786.json,US,2018,True,False,
10.1158_0008-5472.CAN-08-2780.json,CN,2008,True,False,
10.3390_pharmaceutics12070597.json,SA,2020,True,True,
10.1128_AEM.02599-10.json,US,2011,True,True,
10.1371_journal.pone.0056367.json,US,2013,True,True,
10.1002_ijc.23107.json,US,2007,True,False,
10.3892_or.2017.5794.json,CN,2017,True,True,
10.1097_FJC.0000000000000680.json,CN,2019,True,True,
10.1155_2022_3315601.json,CN,2022,True,True,
10.1074_jbc.M112.408641.json,RU,2012,True,False,
10.1186_s10020-020-00187-x.json,CN,2020,True,True,
10.1016_j.jssc.2021.122347.json,CN,2021,True,True,
10.3727_096504017X14907375885605.json,CN,2018,True,True,
10.1097_HJH.0b013e3282f56bb7.json,CN,2008,True,True,
10.3892_mmr.2018.9750.json,CN,2018,True,True,
10.1089_cbr.2018.2749.json,CN,2019,True,True,
